/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_215.jpg,0,0,0,0.0000073,0.1516123,7.103551,0.00000457,0.1516131,7.103551,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_265.jpg,0,0,0,0.00000457,0.1516131,7.103551,0.00000225,0.1516097,7.103551,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_314.jpg,0,0,0,0.00000225,0.1516097,7.103551,0.00000456,0.1516157,7.10355,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_347.jpg,0,0,0,0.00000456,0.1516157,7.10355,0.00000627,0.151617,7.10355,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_381.jpg,0,0,0,0.00000627,0.151617,7.10355,0.0000067,0.151612,7.10355,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_431.jpg,0,0,0,0.0000067,0.151612,7.10355,0.0000126,0.1516112,7.10355,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_481.jpg,0,0,0,0.0000126,0.1516112,7.10355,0.06000451,0.15125,7.095902,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_516.jpg,0,0.1009505,0,0.06000451,0.15125,7.095902,0.1303108,0.1507104,7.079851,0.1009505
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_551.jpg,0,0.2092381,0,0.1303108,0.1507104,7.079851,0.2903949,0.150688,7.068743,0.2092381
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_598.jpg,0,0.3504245,0,0.2903949,0.150688,7.068743,0.6750899,0.1508856,7.059459,0.3504245
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_648.jpg,0,0.5006404,0,0.6750899,0.1508856,7.059459,0.9166179,0.1518319,7.067891,0.5006404
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_686.jpg,0,0.613512,0,0.9166179,0.1518319,7.067891,1.073803,0.1519409,7.070164,0.613512
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_720.jpg,0,0.7186897,0,1.073803,0.1519409,7.070164,1.704732,0.1522703,7.088475,0.7186897
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_765.jpg,0,0.8506715,0,1.704732,0.1522703,7.088475,2.171727,0.1516989,7.086983,0.8506715
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_815.jpg,0,1,0,2.171727,0.1516989,7.086983,2.646703,0.1517204,7.086899,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_848.jpg,0,1,0,2.646703,0.1517204,7.086899,2.882014,0.1514225,7.081623,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_882.jpg,-0.05,1,0,2.882014,0.1514225,7.081623,3.579125,0.1477151,7.00246,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_932.jpg,-0.2,1,0,3.579125,0.1477151,7.00246,4.043571,0.1432529,6.874674,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_41_981.jpg,-0.3,1,0,4.043571,0.1432529,6.874674,4.501445,0.1376964,6.669899,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_020.jpg,-0.4,1,0,4.501445,0.1376964,6.669899,5.175464,0.1278667,6.189833,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_065.jpg,-0.5500001,1,0,5.175464,0.1278667,6.189833,5.396475,0.1242508,5.977561,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_100.jpg,-0.6000001,1,0,5.396475,0.1242508,5.977561,5.832227,0.1165332,5.465947,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_132.jpg,-0.7,1,0,5.832227,0.1165332,5.465947,6.217376,0.1083093,4.832191,1
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_165.jpg,-0.8000001,0.901264,0,6.217376,0.1083093,4.832191,6.385252,0.1040636,4.468015,0.901264
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_198.jpg,-0.8510549,0.8012197,0,6.385252,0.1040636,4.468015,6.697257,0.1002189,3.712368,0.8012197
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_232.jpg,-0.7509299,0.7010946,0,6.697257,0.1002189,3.712368,6.954567,0.1035592,2.989319,0.7010946
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_282.jpg,-0.6010287,0.5511935,0,6.954567,0.1035592,2.989319,7.226192,0.1161656,2.064645,0.5511935
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_332.jpg,-0.4507349,0.4008996,0,7.226192,0.1161656,2.064645,7.333683,0.1254398,1.572111,0.4008996
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_382.jpg,-0.3004231,0.2505879,0,7.333683,0.1254398,1.572111,7.386364,0.1335863,1.194165,0.2505879
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_415.jpg,-0.2007687,0.1509335,0,7.386364,0.1335863,1.194165,7.386854,0.1397245,0.9309359,0.1509335
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_448.jpg,-0.1006322,0.05079699,0,7.386854,0.1397245,0.9309359,7.372143,0.1423205,0.8451934,0.05079699
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_481.jpg,-0.0005579,0,0,7.372143,0.1423205,0.8451934,7.340658,0.1442133,0.7377621,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_515.jpg,0,0,0,7.340658,0.1442133,0.7377621,7.311405,0.1413495,0.6795689,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_549.jpg,0,0,0,7.311405,0.1413495,0.6795689,7.297049,0.1379871,0.6538994,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_582.jpg,-0.05,0,0,7.297049,0.1379871,0.6538994,7.265377,0.1273841,0.5723792,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_615.jpg,-0.15,0,0,7.265377,0.1273841,0.5723792,7.227918,0.1131947,0.4202277,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_649.jpg,-0.25,0,0,7.227918,0.1131947,0.4202277,7.207045,0.1054599,0.3108526,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_682.jpg,-0.3,0,0,7.207045,0.1054599,0.3108526,7.161457,0.0899046,0.01873623,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_718.jpg,-0.4,0,0,7.161457,0.0899046,0.01873623,7.1208,0.07682118,359.6474,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_749.jpg,-0.4175491,0,0,7.1208,0.07682118,359.6474,7.107662,0.07312485,359.4594,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_782.jpg,-0.3179884,0,0,7.107662,0.07312485,359.4594,7.082468,0.07240079,359.1376,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_818.jpg,-0.2120554,0,0,7.082468,0.07240079,359.1376,7.03743,0.08098326,358.8419,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_866.jpg,-0.06772828,0,0,7.03743,0.08098326,358.8419,7.021992,0.0839266,358.7847,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_899.jpg,0,0,0,7.021992,0.0839266,358.7847,6.993339,0.0875383,358.713,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_932.jpg,0,0,0,6.993339,0.0875383,358.713,7.029921,0.08746675,358.6743,0
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_42_983.jpg,0,0.1504347,0,7.029921,0.08746675,358.6743,7.198801,0.08217554,358.6461,0.1504347
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_43_032.jpg,0,0.2999368,0,7.198801,0.08217554,358.6461,7.380943,0.07680587,358.6371,0.2999368
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_43_082.jpg,0,0.450654,0,7.380943,0.07680587,358.6371,7.613455,0.07097727,358.6319,0.450654
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_43_116.jpg,0,0.5502419,0,7.613455,0.07097727,358.6319,7.893369,0.06519566,358.6289,0.5502419
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_43_149.jpg,0,0.6507032,0,7.893369,0.06519566,358.6289,8.053588,0.06238654,358.6278,0.6507032
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_43_182.jpg,0,0.7504592,0,8.053588,0.06238654,358.6278,8.425795,0.05475391,358.5948,0.7504592
/home/bdd/git/RL_driving/keras_model/data/IMG/center_2018_01_29_16_14_43_216.jpg,-0.1,0.851022,0,8.425795,0.05475391,358.5948,8.838168,0.04503571,358.4803,0.851022
